a0 a1 a2 a3 b0 b1 b2 b3 c0 sim_hex sim_val golden_val abs_error
A7 2F A9 E5 EB CF BD AE 07D9 2592 9.392578 9.392578 0.000000
F8 39 CD 38 86 5E D0 70 07D8 42A6 16.662109 16.662109 0.000000
21 EF 5A F3 90 1D B3 FA FB7D D05C -11.910156 -11.910156 0.000000
FD E4 4D 4C 77 9E 5D 7B 00AF 4A7F 18.624023 18.624023 0.000000
2F B5 F5 A2 1B E2 33 29 007B FCFB -0.754883 -0.754883 0.000000
99 A3 12 00 46 B5 4D 86 FC99 0118 0.273438 0.273438 0.000000
B6 75 1A C1 55 CF CA 65 0505 B7B7 -18.071289 -18.071289 0.000000
04 0C E9 57 3C B5 3F 58 0562 1B0D 6.762695 6.762695 0.000000
D2 6C 21 72 AB B4 56 64 FD03 23D7 8.959961 8.959961 0.000000
BF AE 97 B0 39 E0 9B E2 019E 3032 12.048828 12.048828 0.000000
99 FD 83 E7 25 A3 1E 0A FAFF DD93 -8.606445 -8.606445 0.000000
99 82 23 DC E0 9A 1D B7 F914 4663 17.596680 17.596680 0.000000
E5 A5 43 86 DB 48 B0 C0 0563 F942 -1.685547 -1.685547 0.000000
3B 3D 4B B4 A8 42 BA 7C FDE1 C001 -15.999023 -15.999023 0.000000
BA 14 86 EE 38 29 71 C6 FB2A BD48 -16.679688 -16.679688 0.000000
E3 7A E5 46 4C F0 3B 8C 031F CCF2 -12.763672 -12.763672 0.000000
72 A9 83 E3 CE 70 60 C3 FEA2 9A57 -25.415039 -25.415039 0.000000
E7 3E 42 6A A3 9D A9 BD FB1B BA0A -17.490234 -17.490234 0.000000
4F B5 C9 83 2E 99 FA 78 F9C2 ECD3 -4.793945 -4.793945 0.000000
F1 E2 CE F5 2D 1D 33 9A 0776 FBD9 -1.038086 -1.038086 0.000000
42 B8 4D 0D 90 08 4D 64 FE8E FBAB -1.083008 -1.083008 0.000000
2B 00 85 1E 20 2C A9 A8 FD63 2240 8.562500 8.562500 0.000000
EF 40 1B 76 01 CE 0D 78 0656 3274 12.613281 12.613281 0.000000
71 15 E5 C7 4E DA F4 78 FDF9 03D5 0.958008 0.958008 0.000000
33 90 64 B8 D2 64 9B 64 FA7B 81FD -31.502930 -31.502930 0.000000
95 54 95 14 A5 D6 B0 4E 0537 4500 17.250000 17.250000 0.000000
FE 25 E0 DD 0A C3 DF A7 FB1A 0280 0.625000 0.625000 0.000000
3A 33 BD 58 0D 72 8B 87 FF7F 0E2E 3.544922 3.544922 0.000000
E3 AE A7 9C 5E 59 EA D2 03BA F630 -2.453125 -2.453125 0.000000
56 69 FB 43 AD 4E 92 42 046F 1BF7 6.991211 6.991211 0.000000
CC AC F9 C7 56 FF 25 7A 0534 D7E3 -10.028320 -10.028320 0.000000
31 C0 EC 05 02 10 A5 E5 FB69 FE60 -0.406250 -0.406250 0.000000
13 06 91 BE 37 34 27 D5 064E 05C8 1.445312 1.445312 0.000000
AC 01 90 2D ED 8E C4 1D F866 1D89 7.383789 7.383789 0.000000
BF DC A7 78 65 13 11 D2 FE61 C697 -14.352539 -14.352539 0.000000
4C 0F 6E F0 10 79 26 49 015A 18F5 6.239258 6.239258 0.000000
3B 55 2C D4 43 85 B0 0B 04F7 DBED -9.018555 -9.018555 0.000000
5C 70 17 AE F7 B6 5E 46 FB12 C97C -13.628906 -13.628906 0.000000
3F 95 52 10 69 19 D4 50 0676 0CC2 3.189453 3.189453 0.000000
64 B8 69 07 26 58 AE 9D 0730 D8F1 -9.764648 -9.764648 0.000000
5A 1A 65 D0 1B 8E C0 49 FE8F D589 -10.616211 -10.616211 0.000000
8D 7F DC 9B 46 9B 89 B3 FE1F DBAF -9.079102 -9.079102 0.000000
7F 5D 32 58 EB 38 DD 86 FC68 D58F -10.610352 -10.610352 0.000000
16 2D 4C CE E4 49 E9 3A FDA3 F5E8 -2.523438 -2.523438 0.000000
FB 9D B7 7F F9 F3 45 25 0520 08F8 2.242188 2.242188 0.000000
35 66 8D 2D 94 6C 25 7F 05F6 2056 8.083984 8.083984 0.000000
C9 5B B0 4C B9 7E 08 35 FD51 4698 17.648438 17.648438 0.000000
E9 E2 7F C9 BB 89 87 EB 044C E0ED -7.768555 -7.768555 0.000000
89 F4 F2 DB F3 A0 98 D2 0505 1BE6 6.974609 6.974609 0.000000
73 D3 E1 88 4F 03 AB 62 F984 F8D5 -1.791992 -1.791992 0.000000
5E 86 0A 52 43 F3 E5 A9 FD55 FF35 -0.198242 -0.198242 0.000000
7C CC 52 DB C7 CE 2C 95 0663 127E 4.623047 4.623047 0.000000
DA 9A 15 B4 D4 43 0B 5C FB59 CCC6 -12.806641 -12.806641 0.000000
B3 B8 81 73 A5 A9 D6 A9 F830 19C8 6.445312 6.445312 0.000000
DB AD 6B 08 2B B4 DB D5 FD47 FEE5 -0.276367 -0.276367 0.000000
2F 4F D3 A6 44 11 40 3D 0366 F46F -2.891602 -2.891602 0.000000
B1 7A 5F 8B 06 76 FD CC FAA6 47AF 17.920898 17.920898 0.000000
6A AC BB BF 3F 82 98 37 0251 53D0 20.953125 20.953125 0.000000
5E 1C 21 D9 B6 1C 20 F8 06DA F416 -2.978516 -2.978516 0.000000
DA 02 E3 B7 8D 04 2D 4F F983 EEFD -4.252930 -4.252930 0.000000
39 E0 33 37 F0 2B 2B 2B F9F5 02D3 0.706055 0.706055 0.000000
A7 F1 AF 1A A5 73 44 AD FF63 FA57 -1.415039 -1.415039 0.000000
86 60 33 86 F7 E6 22 6D FF47 CCA5 -12.838867 -12.838867 0.000000
42 64 7B 78 EC 43 A4 B3 FB42 BFFA -16.005859 -16.005859 0.000000
18 A3 DF B7 7C 26 B9 D0 FCEE 1197 4.397461 4.397461 0.000000
EC D9 81 88 08 71 10 51 0612 C653 -14.418945 -14.418945 0.000000
96 18 F1 75 D7 7A 13 2D 0655 3633 13.549805 13.549805 0.000000
A5 AF 66 E5 44 A4 9A E3 02C7 E222 -7.466797 -7.466797 0.000000
21 29 CA 9D 67 54 B4 CA 05C0 4565 17.348633 17.348633 0.000000
F1 01 D4 BE D8 BA BF 3B 03BF 01C7 0.444336 0.444336 0.000000
0D 67 86 F2 72 FD 64 B4 07FD E112 -7.732422 -7.732422 0.000000
0E CC CA 8D BA E4 E9 0C 0505 0657 1.584961 1.584961 0.000000
6E 16 05 91 11 39 B5 F1 0745 1883 6.127930 6.127930 0.000000
15 D6 92 48 B9 0A A5 CE 0224 13B7 4.928711 4.928711 0.000000
FC AC 30 B2 57 7D 70 AB 031C 07A2 1.908203 1.908203 0.000000
CB C1 51 31 9B E6 28 E0 00A8 227F 8.624023 8.624023 0.000000
DA 89 63 03 3A C4 AB 95 0437 F55F -2.657227 -2.657227 0.000000
34 AE 00 C7 C3 D1 3C DC 01D5 0C83 3.127930 3.127930 0.000000
F8 7E 07 A9 F3 35 B7 C3 0221 2F5B 11.838867 11.838867 0.000000
AF EC 50 6A 52 99 1D 2C 013D 0A9F 2.655273 2.655273 0.000000
97 FC 75 F3 73 77 6C 63 FD05 F853 -1.918945 -1.918945 0.000000
26 4B 92 8B 01 94 3C F8 0145 CBA7 -13.086914 -13.086914 0.000000
79 85 83 7F EC 4B 6F BF FAC4 76D5 29.708008 -34.291992 64.000000
C6 B3 58 3F 3B F1 6C ED 07EF 1F87 7.881836 7.881836 0.000000
D9 D7 6E 5A 21 37 4A E6 04B7 0D89 3.383789 3.383789 0.000000
4D 4F 08 3F D7 AB 09 84 071D C251 -15.420898 -15.420898 0.000000
1D 70 7B BA CE F5 00 9D 0790 1828 6.039062 6.039062 0.000000
9E FD A0 3F A6 7F DD 3C FD0E 39E9 14.477539 14.477539 0.000000
9B A6 E0 90 82 AC 09 0E FACE 42CC 16.699219 16.699219 0.000000
25 33 5D FC A7 7C D2 11 F892 F36F -3.141602 -3.141602 0.000000
4E 30 D4 4B 83 BD DC EE F854 C698 -14.351562 -14.351562 0.000000
3F 28 B4 49 65 18 C6 1D FF94 35AC 13.417969 13.417969 0.000000
00 9F 9D 7C 27 02 09 5D 03F1 2CC0 11.187500 11.187500 0.000000
45 65 DD 7F DE 1F 08 BC 0192 E1CF -7.547852 -7.547852 0.000000
13 DA 82 42 10 EC 2A CA 0572 E702 -6.248047 -6.248047 0.000000
83 4A 32 CC B0 60 5E EA FEFF 58A3 22.159180 22.159180 0.000000
F6 0E 0D 8C E9 DB 83 AB 0470 237B 8.870117 8.870117 0.000000
60 E0 7A 00 13 4C 5D CC FB9C 258E 9.388672 9.388672 0.000000
DB DF E6 00 8F 6A F2 6E FCC5 00DC 0.214844 0.214844 0.000000
5F CD 51 46 2F A7 9B 14 FF0B 07BA 1.931641 1.931641 0.000000
2A 4F C7 B9 65 E5 65 7B 0524 D4C7 -10.805664 -10.805664 0.000000
F5 F1 69 09 61 E5 4A 08 0386 1F92 7.892578 7.892578 0.000000
B4 74 D3 A7 D2 76 01 45 05E7 30DD 12.215820 12.215820 0.000000
16 00 2A B7 F1 BE B1 B6 06E4 0DBE 3.435547 3.435547 0.000000
35 BD 25 24 3E 3D 6A 43 03DC 1979 6.368164 6.368164 0.000000
B4 CC D6 82 FA 65 E9 2E 00BC DB22 -9.216797 -9.216797 0.000000
4F E5 33 9C B2 C8 11 FC 007C F345 -3.182617 -3.182617 0.000000
72 55 6A FE D9 89 E6 32 F97C B573 -18.637695 -18.637695 0.000000
B1 A9 AF A6 D3 1E 36 79 FACB C2DC -15.285156 -15.285156 0.000000
55 71 15 E0 FB 07 B1 64 FF37 EDAA -4.583984 -4.583984 0.000000
54 CF 11 E8 4E 62 AB 85 FE52 0B0B 2.760742 2.760742 0.000000
4F 55 C1 5B C1 C9 0B 47 FDE0 EEB4 -4.324219 -4.324219 0.000000
25 49 D0 8E 18 1E 27 A7 0051 2CA9 11.165039 11.165039 0.000000
96 D1 7C 85 7E 0E 33 77 0178 AA41 -21.436523 -21.436523 0.000000
48 A5 C2 87 28 87 7A 7D FA5F D801 -9.999023 -9.999023 0.000000
67 8A 8D 68 BF 54 2B ED 0499 A8B1 -21.827148 -21.827148 0.000000
A0 53 14 85 FF 1F 24 A8 03A4 3B29 14.790039 14.790039 0.000000
66 5C CE 0A A3 28 F7 BD 05D9 EE4F -4.422852 -4.422852 0.000000
B1 4B C5 A3 2D 70 8E D3 F9EF 377B 13.870117 13.870117 0.000000
E2 96 D8 7A 88 25 DE 8B 04B5 D101 -11.749023 -11.749023 0.000000
17 C8 27 82 A8 19 98 08 0657 E52F -6.704102 -6.704102 0.000000
53 96 39 F4 B1 5C 66 2E FF76 D44F -10.922852 -10.922852 0.000000
B1 5D F5 E5 50 6F 6A 87 0537 1D0F 7.264648 7.264648 0.000000
19 23 06 1C 45 67 87 35 FF4A 1712 5.767578 5.767578 0.000000
E6 6D 29 58 D7 96 CE B3 07C2 BC50 -16.921875 -16.921875 0.000000
A6 7B 93 3F 44 ED 0E E8 01D1 D4EA -10.771484 -10.771484 0.000000
41 39 3F AB 98 1F EF EA 05A3 F541 -2.686523 -2.686523 0.000000
F3 98 C7 00 18 BA 39 07 F95B 07E2 1.970703 1.970703 0.000000
5E A2 BD A8 AE 9C 8D 83 02BA 5267 20.600586 20.600586 0.000000
F8 11 01 84 6F DE 3B FE 01FC FD75 -0.635742 -0.635742 0.000000
39 B9 B8 76 EE 10 C8 54 F85E 2664 9.597656 9.597656 0.000000
E3 39 3A CE 57 52 19 A1 FA7B 1B1A 6.775391 6.775391 0.000000
ED D2 B6 8A A2 1F 00 30 FCF9 E841 -5.936523 -5.936523 0.000000
FD 24 81 2D EB DF DD 3B 0758 1EAF 7.670898 7.670898 0.000000
17 7F 0E 0E 12 7E D5 BA 0448 3E3A 15.556641 15.556641 0.000000
C7 6A 1D 55 52 E2 8E 40 FF1B E8C3 -5.809570 -5.809570 0.000000
FC 1C B4 58 74 4A 35 53 FE2D 1141 4.313477 4.313477 0.000000
29 A5 A9 22 52 1B 5E 21 FEA4 E69D -6.346680 -6.346680 0.000000
E1 FE BC 8C A4 9F B5 48 F842 F774 -2.136719 -2.136719 0.000000
50 2A BB CA 86 24 B7 BA 06A1 08DA 2.212891 2.212891 0.000000
66 45 05 35 A7 23 DB 29 F943 E700 -6.250000 -6.250000 0.000000
27 61 3F B3 46 74 C0 C8 04B0 3C66 15.099609 15.099609 0.000000
7D CB 51 4E FE 82 E8 28 0067 1E1B 7.526367 7.526367 0.000000
E8 3F AF ED DB D7 81 FB F97E 1B6D 6.856445 6.856445 0.000000
87 48 E7 89 3D B6 94 EE 0757 E89C -5.847656 -5.847656 0.000000
4F 71 84 79 C4 0B B8 6A FD82 44D3 17.206055 17.206055 0.000000
88 E8 23 CA BB 30 B1 68 F9A8 F4C3 -2.809570 -2.809570 0.000000
51 B5 77 75 B5 26 6E 16 0534 1F87 7.881836 7.881836 0.000000
F8 3D 9F AB BB D6 13 B5 0330 0D0A 3.259766 3.259766 0.000000
DC AE 2E CC DE 52 E8 5D FA67 CDB7 -12.571289 -12.571289 0.000000
1A 93 B7 64 F7 13 DF EC FC15 F4AD -2.831055 -2.831055 0.000000
37 5C 5C 35 71 34 3D 98 0165 2CC0 11.187500 11.187500 0.000000
23 68 51 05 B6 13 89 65 0646 E032 -7.951172 -7.951172 0.000000
E0 A2 C7 6A 2F 3C 3B 2D FB37 E4CE -6.798828 -6.798828 0.000000
DA E9 1F 1B 4F 68 87 7E 03A5 ED36 -4.697266 -4.697266 0.000000
D1 1E 04 6B 61 83 12 F3 FBE5 D649 -10.428711 -10.428711 0.000000
EF E8 3C AE F5 6E B4 01 FDD4 E21D -7.471680 -7.471680 0.000000
7E 5A BD F5 71 18 5D E9 00D2 2986 10.380859 10.380859 0.000000
A2 8D 34 B8 A3 C7 10 3D F9DA 27B3 9.924805 9.924805 0.000000
7C 18 FE 2D DC 31 B8 AB 01E3 E6AA -6.333984 -6.333984 0.000000
8D 37 A1 E4 B1 B2 46 C0 FC88 FC49 -0.928711 -0.928711 0.000000
4E D7 05 70 45 1C AC 39 FC1C 23F2 8.986328 8.986328 0.000000
32 2D DE 50 9F 15 0E 7C FDD9 137C 4.871094 4.871094 0.000000
31 0B 89 4A BC 0F 06 E4 FE0F E6CE -6.298828 -6.298828 0.000000
19 04 8A 41 39 9B 2E 03 006B EFF7 -4.008789 -4.008789 0.000000
4F ED 46 AD 63 2C 93 8D 0554 2818 10.023438 10.023438 0.000000
34 A8 F4 D0 59 34 AF 47 FFC4 F674 -2.386719 -2.386719 0.000000
42 8F 62 EB B7 BD 9E EA FDB3 E4BE -6.814453 -6.814453 0.000000
07 7B 2F BC D5 B8 6A F1 FE39 F1E6 -3.525391 -3.525391 0.000000
3E 0B 1D C5 F3 99 8E 4F FDAC D6FA -10.255859 -10.255859 0.000000
37 C0 EC 42 43 48 32 10 07A5 0442 1.064453 1.064453 0.000000
A6 96 2C CD 30 B6 F0 9F FC05 1A5C 6.589844 6.589844 0.000000
12 06 F9 6A 3B C9 7A B0 FB28 D98E -9.611328 -9.611328 0.000000
6D 7B 04 E4 6A 34 77 39 F969 3B27 14.788086 14.788086 0.000000
5F E3 A7 4C A4 85 89 44 FA06 2360 8.843750 8.843750 0.000000
10 E9 12 2C 60 45 21 8D FAEA E945 -5.682617 -5.682617 0.000000
90 30 11 33 E2 87 C4 5A FA60 FEC2 -0.310547 -0.310547 0.000000
63 2C AB F7 C3 9D 26 50 FE44 C63B -14.442383 -14.442383 0.000000
6E C9 7F 2D 09 A1 51 0F 065F 4978 18.367188 18.367188 0.000000
E8 9A AB FC 93 A7 94 BA 0112 53B4 20.925781 20.925781 0.000000
1F 7D A0 5F 1B 5D E7 11 F9EE 3A4B 14.573242 14.573242 0.000000
DC 6E AA AB 5A E0 B3 5D FE4F DEE4 -8.277344 -8.277344 0.000000
2B 02 87 05 77 24 AE E0 0226 3C8D 15.137695 15.137695 0.000000
0D 3B FC 1E 53 11 42 56 FC51 0D7F 3.374023 3.374023 0.000000
42 91 1B 24 6C 9A B8 FC 0036 4020 16.031250 16.031250 0.000000
72 DB 72 50 62 49 06 D3 FE73 1426 5.037109 5.037109 0.000000
F7 F8 5B C2 E7 DE 55 AC 062E 3AAE 14.669922 14.669922 0.000000
8D 4D E5 EF D8 AA 0C 25 FCAD F10E -3.736328 -3.736328 0.000000
D2 2E 9B CB 4D 54 4E 8B FD1D F7D2 -2.044922 -2.044922 0.000000
B5 94 01 1F 53 48 34 B3 0467 C497 -14.852539 -14.852539 0.000000
31 FA 89 88 76 CD DE 60 06EB 0181 0.375977 0.375977 0.000000
9D 69 9E 9E FD 93 C2 66 FE16 C33A -15.193359 -15.193359 0.000000
57 82 8D 1C DA 15 B6 D2 FE23 0319 0.774414 0.774414 0.000000
07 21 18 CA 95 27 49 6A 02B6 F54C -2.675781 -2.675781 0.000000
CC C0 5E 92 CF 7F 02 D7 FCDB F969 -1.647461 -1.647461 0.000000
2D AD E6 EC 1A 35 DB B5 F809 F50A -2.740234 -2.740234 0.000000
9B 29 00 42 3A C8 D2 E7 02F5 DCA9 -8.834961 -8.834961 0.000000
28 1F F5 A2 5E 3B 1E 72 F9CC E47B -6.879883 -6.879883 0.000000
1F 7B AD 64 03 55 CB A1 FAAA 0FF1 3.985352 3.985352 0.000000
7B 60 EF B5 B1 7D 65 45 05F9 F3F8 -3.007812 -3.007812 0.000000
EA D2 FD 0D 74 AB ED 73 070B 1269 4.602539 4.602539 0.000000
77 03 6C 30 11 47 34 03 F8BE 17FA 5.994141 5.994141 0.000000
87 85 C5 4C CB EC EE 65 01A5 4670 17.609375 17.609375 0.000000
59 61 EA 7E D7 0D A6 D4 FE3B E6FB -6.254883 -6.254883 0.000000
6A 66 64 CD EB 8B 7B 56 0468 EC02 -4.998047 -4.998047 0.000000
ED DB BE 11 16 DC 33 C6 FD73 F005 -3.995117 -3.995117 0.000000
E9 85 3F D4 95 C4 53 5D 012F 2C11 11.016602 11.016602 0.000000
E3 54 00 25 DD B7 98 91 FE76 DA6E -9.392578 -9.392578 0.000000
A8 32 CD A8 6A C5 A7 C9 FB3E EFEB -4.020508 -4.020508 0.000000
79 91 CE 78 74 10 2C 74 00D1 5E7D 23.622070 23.622070 0.000000
31 BE DC 1F 8A 1D 35 CD FE4C D29B -11.348633 -11.348633 0.000000
11 96 10 B0 F7 32 B8 A7 FD3D FF40 -0.187500 -0.187500 0.000000
8E 39 EE 37 63 84 CA 82 FC7A 9D82 -24.623047 -24.623047 0.000000
46 42 9E FB 67 D9 00 EE 06E6 195C 6.339844 6.339844 0.000000
14 6E 01 5B BE 89 60 E6 FA67 B93F -17.688477 -17.688477 0.000000
CE 0D 91 E2 03 40 30 99 F817 F203 -3.497070 -3.497070 0.000000
31 D6 49 F3 A9 62 D5 5F FFE8 CE17 -12.477539 -12.477539 0.000000
84 A9 59 00 EA 86 37 FE 01E3 4920 18.281250 18.281250 0.000000
F1 B0 B7 E8 4F 7E 81 66 FEE2 ED88 -4.617188 -4.617188 0.000000
1B BC 5C 28 4B 13 2C 6E 0429 2806 10.005859 10.005859 0.000000
CF F0 5B E8 3E 30 D5 51 0737 E178 -7.632812 -7.632812 0.000000
E8 B1 EE 86 38 A1 E0 E5 FA22 2151 8.329102 8.329102 0.000000
04 01 F7 42 B3 23 CA 57 FE34 1577 5.366211 5.366211 0.000000
23 D2 A5 1E CF D4 C6 DF 0629 181E 6.029297 6.029297 0.000000
E4 55 7B 40 DB FA BC 83 F9CB BBED -17.018555 -17.018555 0.000000
E9 CD 5E 8E FA 5D 10 E5 FAE3 FACC -1.300781 -1.300781 0.000000
70 E4 CB 38 AE 92 3E 74 FB00 EFB2 -4.076172 -4.076172 0.000000
3F A8 1F 8E 60 46 5B 34 041F F78C -2.113281 -2.113281 0.000000
23 65 A4 48 0F 65 20 3F 0545 3563 13.346680 13.346680 0.000000
FE CD 77 01 F2 5C C8 7F F994 CDD3 -12.543945 -12.543945 0.000000
26 91 D3 57 82 9C FF 84 FBF4 EAA5 -5.338867 -5.338867 0.000000
F5 68 A8 8D 8F C3 C0 E4 00F2 0F99 3.899414 3.899414 0.000000
5B 84 ED 66 D0 E1 78 5C FA1A 13CE 4.951172 4.951172 0.000000
95 03 03 1B 23 07 E1 B2 03D9 ECB6 -4.822266 -4.822266 0.000000
FA 0D 38 98 BD CE 7F 30 FF79 06C9 1.696289 1.696289 0.000000
E2 B0 42 45 F2 DE 94 99 FADC CF85 -12.120117 -12.120117 0.000000
87 7B 37 6F CF 69 C1 92 07D1 1432 5.048828 5.048828 0.000000
E5 37 4E 5D 20 81 4B 3B 0211 0FB1 3.922852 3.922852 0.000000
18 1A 69 85 6E FB 1B 41 0724 FCCA -0.802734 -0.802734 0.000000
AE 88 28 21 69 16 17 D3 FAC0 CC99 -12.850586 -12.850586 0.000000
34 C5 07 2E A1 B5 D3 73 0076 11E2 4.470703 4.470703 0.000000
69 7E 9A AE 62 F2 98 56 F892 27C4 9.941406 9.941406 0.000000
3A 66 B3 EB DD CB C2 59 FF8C EDD9 -4.538086 -4.538086 0.000000
BA 9F 00 36 6B CE 78 2C 04F9 03F1 0.985352 0.985352 0.000000
3E 51 98 25 1D F1 A7 3D FC4D 2B8D 10.887695 10.887695 0.000000
1B 73 5E 58 73 96 39 3D F81F FE88 -0.367188 -0.367188 0.000000
2F 01 9A AE 88 82 B6 07 0280 0738 1.804688 1.804688 0.000000
5F 13 65 3F 22 00 4D EB FC19 21ED 8.481445 8.481445 0.000000
ED 78 B0 04 ED 32 99 3B 0293 3C88 15.132812 15.132812 0.000000
A1 F9 95 69 76 87 24 D6 FD29 B468 -18.898438 -18.898438 0.000000
DD D1 E1 33 84 83 83 5D 036B 4CFC 19.246094 19.246094 0.000000
D6 90 D2 BD 73 93 59 A0 05CA 2BBE 10.935547 10.935547 0.000000
F3 A2 45 CE 55 B7 82 56 FB76 DF31 -8.202148 -8.202148 0.000000
BD C4 E7 13 89 05 D6 5A FAA5 2366 8.849609 8.849609 0.000000
C1 3D F6 D5 00 08 8C C4 FB3A 0BBE 2.935547 2.935547 0.000000
CB 67 03 9B C2 F1 5D BC FD4A 2002 8.001953 8.001953 0.000000
88 D2 EE 8A BB B9 BD AB F884 5182 20.376953 20.376953 0.000000
72 8E 95 56 34 57 06 3A FD47 FEAB -0.333008 -0.333008 0.000000
FF E6 A1 3C 07 BA 2B D2 05DE F236 -3.447266 -3.447266 0.000000
FB AB 73 8D 91 C0 70 AC 0170 70E7 28.225586 28.225586 0.000000
FB 63 F7 78 69 F1 D5 D6 F95C DF55 -8.166992 -8.166992 0.000000
09 6F 8F 6C C7 50 74 06 F8BE E8C1 -5.811523 -5.811523 0.000000
C8 2F 4B 43 11 70 95 C0 019D E25C -7.410156 -7.410156 0.000000
BA E3 3F 28 0C B4 81 1E FD71 E834 -5.949219 -5.949219 0.000000
11 06 83 1E 62 8E 27 2C 036F F962 -1.654297 -1.654297 0.000000
B0 D1 91 EA 1E 69 E0 44 FDCE E92F -5.704102 -5.704102 0.000000
06 AA 2C C2 D2 3E 90 C7 F853 DCF9 -8.756836 -8.756836 0.000000
F2 E9 AF 81 69 B2 99 29 F8BD 0641 1.563477 1.563477 0.000000
26 9A 8A 00 5F 8A 4C A1 0694 20AA 8.166016 8.166016 0.000000
FA 22 50 97 BB 72 17 83 00A2 4BD9 18.961914 18.961914 0.000000
3F C4 EE E1 EE 25 51 28 FDA1 E5FD -6.502930 -6.502930 0.000000
6B 90 CA 40 F4 AF E1 48 FEC6 35BC 13.433594 13.433594 0.000000
8F 58 4C 03 7B 40 57 EA 03B4 FCFB -0.754883 -0.754883 0.000000
B8 D9 63 81 2F 4F 3C 4F 0751 DE13 -8.481445 -8.481445 0.000000
D9 76 83 1C 10 50 C5 6D 036B 4E96 19.646484 19.646484 0.000000
10 6A FD DD D7 39 F4 41 0286 0ED1 3.704102 3.704102 0.000000
66 EF 21 5D C2 EF 4E B1 F9B3 CF7B -12.129883 -12.129883 0.000000
CC 20 D5 F4 C8 9B 5A 17 FC3C EACA -5.302734 -5.302734 0.000000
43 1F 46 56 73 9A F0 88 073A EC49 -4.928711 -4.928711 0.000000
9C 4C B8 CE 25 AB AA 0D 025E F054 -3.917969 -3.917969 0.000000
60 DE 10 93 73 B1 3C C5 0597 5814 22.019531 22.019531 0.000000
85 1F CA 1E FA 42 73 26 F92C F03E -3.939453 -3.939453 0.000000
1E 49 3F 9B D0 31 B4 85 0033 265F 9.592773 9.592773 0.000000
84 07 E1 CA 47 22 FD 34 FC84 D073 -11.887695 -11.887695 0.000000
71 9A F4 FF 49 AD C5 01 0274 4682 17.626953 17.626953 0.000000
38 45 E3 AF F1 AA 28 D1 FDC5 EDA6 -4.587891 -4.587891 0.000000
8C 01 ED 00 C1 0E 9D FF FFE8 23DB 8.963867 8.963867 0.000000
C4 56 CC B3 88 13 34 54 07B9 0667 1.600586 1.600586 0.000000
0E C8 A3 3D 69 08 F9 C4 07C6 0003 0.002930 0.002930 0.000000
66 95 6D CA 41 FF 16 AD 019E 36CF 13.702148 13.702148 0.000000
25 06 C7 C2 9C E7 2A C9 0009 F4F7 -2.758789 -2.758789 0.000000
75 42 78 1F C2 E5 F7 C1 FEE3 CFBE -12.064453 -12.064453 0.000000
15 2C 3A E7 30 16 B5 2C 0636 F8A4 -1.839844 -1.839844 0.000000
A9 C2 C8 71 31 4A 34 F4 0232 CEF3 -12.262695 -12.262695 0.000000
34 05 E4 49 8E FD 3A DD 01EB DA61 -9.405273 -9.405273 0.000000
68 D8 7D 4E 08 91 70 E5 0429 4737 17.803711 17.803711 0.000000
8D 84 A3 F7 1D 90 D7 40 FE65 3443 13.065430 13.065430 0.000000
4F DF 94 39 E3 62 40 76 0078 EA29 -5.459961 -5.459961 0.000000
AF 0B F4 DD F7 9E D9 3C 032B FB6E -1.142578 -1.142578 0.000000
CA 82 71 F1 E5 97 4A CE FFD1 5CC9 23.196289 23.196289 0.000000
06 F0 4C F5 31 37 D7 F0 050B F745 -2.182617 -2.182617 0.000000
92 22 3F 24 91 05 F2 96 FB7B 197D 6.372070 6.372070 0.000000
1E 4B 00 E0 CE 72 F5 32 FA34 0F7E 3.873047 3.873047 0.000000
AE 14 73 38 C7 BE A0 41 FE62 EE94 -4.355469 -4.355469 0.000000
9B F1 3E 56 75 36 F6 3E FB53 DC68 -8.898438 -8.898438 0.000000
41 78 0D 21 95 F8 8C 42 FE7C E22F -7.454102 -7.454102 0.000000
34 F1 0A 5D 6A 03 D1 45 FAAC 2742 9.814453 9.814453 0.000000
73 23 AA B5 E8 A9 3B C6 00B2 E731 -6.202148 -6.202148 0.000000
F9 34 17 69 A3 42 78 1E F894 1F9D 7.903320 7.903320 0.000000
AB B5 3C 40 AF 2D 15 21 0164 1C46 7.068359 7.068359 0.000000
99 4D BE FF D1 22 86 C0 01F3 3ECA 15.697266 15.697266 0.000000
69 92 56 7F BD BF 73 D9 0287 1643 5.565430 5.565430 0.000000
C6 FE 86 49 C0 F3 56 51 F958 F60F -2.485352 -2.485352 0.000000
2C 31 AC 55 AF 66 6B 89 F9E1 B4DC -18.785156 -18.785156 0.000000
3D BD 09 2F 46 7C 07 5E FA08 FBC3 -1.059570 -1.059570 0.000000
16 64 A5 8D DC 30 7E 20 0454 D8D2 -9.794922 -9.794922 0.000000
E4 0E 1C F6 F2 4F 0E B5 01E4 0C34 3.050781 3.050781 0.000000
CC 40 9D 3E 2B E1 00 59 F99B FEAD -0.331055 -0.331055 0.000000
56 91 0E F1 EE A2 82 30 FE09 170B 5.760742 5.760742 0.000000
92 E8 5A 3B 00 D3 00 23 FA64 06AD 1.668945 1.668945 0.000000
ED 05 FB 53 57 8E D2 9A FDA2 D4C7 -10.805664 -10.805664 0.000000
1F 39 21 AD D0 62 8D BC 043A 1B75 6.864258 6.864258 0.000000
